pos;city;address;area;HouseYear;HouseFloor
9832;Москва;п. Новофедоровское, ул. Генерала Донскова, д. 6;915.9;2017;3
9833;Москва;п. Новофедоровское, п. Новофедоровское, ул. Генерала Донскова, д. 8;5998.4;2017;3
9834;Москва;ул. Генерала Ермолова, д. 2;16763.0;1957;8
9835;Москва;ул. Генерала Ермолова, д. 4;6674.0;1958;11
9836;Москва;ул. Генерала Ермолова, д. 6;7161.0;1957;11
9837;Москва;ул. Генерала Ермолова, д. 10/6;16634.1;1958;9
9838;Москва;ул. Генерала Ермолова, д. 12, стр. 1;4942.0;1967;12
9839;Москва;ул. Генерала Ермолова, д. 14;3622.0;1967;12
9840;Москва;б-р. Генерала Карбышева, д. 1;5775.1;1960;5
9841;Москва;б-р. Генерала Карбышева, д. 2;5206.3;1958;5
9842;Москва;б-р. Генерала Карбышева, д. 4;5032.7;1959;6
9843;Москва;б-р. Генерала Карбышева, д. 5, к. 1;5658.7;1958;5
9844;Москва;б-р. Генерала Карбышева, д. 5, к. 2;5589.3;1959;5
9845;Москва;б-р. Генерала Карбышева, д. 5, к. 3;5751.8;1959;5
9846;Москва;б-р. Генерала Карбышева, д. 5, к. 5;5734.3;1960;5
9847;Москва;б-р. Генерала Карбышева, д. 5, к. 6;5701.3;1960;5
9848;Москва;б-р. Генерала Карбышева, д. 5, к. 7;5744.7;1959;5
9849;Москва;б-р. Генерала Карбышева, д. 6, к. 1;5569.1;1958;5
9850;Москва;б-р. Генерала Карбышева, д. 6, к. 2;5749.1;1960;5
9851;Москва;б-р. Генерала Карбышева, д. 6, к. 3;5816.0;1962;5
9852;Москва;б-р. Генерала Карбышева, д. 6, к. 4;5743.2;1962;5
9853;Москва;б-р. Генерала Карбышева, д. 7, к. 1;5709.5;1958;5
9854;Москва;б-р. Генерала Карбышева, д. 7, к. 2;5712.7;1958;5
9855;Москва;б-р. Генерала Карбышева, д. 7, к. 3;5728.5;1959;5
9856;Москва;б-р. Генерала Карбышева, д. 7, к. 5;5769.4;1960;5
9857;Москва;б-р. Генерала Карбышева, д. 7, к. 6;5744.4;1960;5
9858;Москва;б-р. Генерала Карбышева, д. 7, к. 7;5331.3;1960;5
9859;Москва;б-р. Генерала Карбышева, д. 8;5032.7;1959;6
9860;Москва;б-р. Генерала Карбышева, д. 9, к. 1;4189.7;1959;5
9861;Москва;б-р. Генерала Карбышева, д. 10, к. 2;4339.8;1964;5
9862;Москва;б-р. Генерала Карбышева, д. 10, к. 3;3436.0;1963;5
9863;Москва;б-р. Генерала Карбышева, д. 11, к. 1;3526.6;1959;5
9864;Москва;б-р. Генерала Карбышева, д. 12;5617.2;1962;5
9865;Москва;б-р. Генерала Карбышева, д. 12, к. 1;3513.0;1962;5
9866;Москва;б-р. Генерала Карбышева, д. 13, к. 2;3470.2;1960;5
9867;Москва;б-р. Генерала Карбышева, д. 13а;32197.4;2017;32
9868;Москва;б-р. Генерала Карбышева, д. 14;17756.4;2002;20
9869;Москва;б-р. Генерала Карбышева, д. 14, к. 2;4067.0;1962;5
9870;Москва;б-р. Генерала Карбышева, д. 14, к. 3;11135.1;1962;5
9871;Москва;б-р. Генерала Карбышева, д. 14, к. 4;6207.0;1962;5
9872;Москва;б-р. Генерала Карбышева, д. 15, к. 2;6893.5;1976;14
9873;Москва;б-р. Генерала Карбышева, д. 15;27584.0;2016;30
9874;Москва;б-р. Генерала Карбышева, д. 16, к. 2;7620.5;1962;5
9875;Москва;б-р. Генерала Карбышева, д. 16, к. -;23615.4;2005;25
9876;Москва;б-р. Генерала Карбышева, д. 17, к. 1;5815.6;1960;5
9877;Москва;б-р. Генерала Карбышева, д. 18, к. 2;4329.6;1962;5
9878;Москва;б-р. Генерала Карбышева, д. 18, к. 3;4265.1;1962;5
9879;Москва;б-р. Генерала Карбышева, д. 18, к. 4;7421.2;1968;5
9880;Москва;б-р. Генерала Карбышева, д. 18;22503.1;2002;22
9881;Москва;б-р. Генерала Карбышева, д. 19, к. 1;5831.2;1960;5
9882;Москва;б-р. Генерала Карбышева, д. 19, к. 2;5824.0;1960;5
9883;Москва;б-р. Генерала Карбышева, д. 19, к. 3;5805.4;1960;5
9884;Москва;б-р. Генерала Карбышева, д. 19, к. 5;10963.3;1962;5
9885;Москва;б-р. Генерала Карбышева, д. 20;5924.7;1961;5
9886;Москва;б-р. Генерала Карбышева, д. 22;3802.6;1961;8
9887;Москва;б-р. Генерала Карбышева, д. 24, к. 1;5941.7;1961;5
9888;Москва;ул. Генерала Кузнецова, д. 11, к. 1;14863.0;1995;14
9889;Москва;ул. Генерала Кузнецова, д. 11, к. 2;5337.0;1995;12
9890;Москва;ул. Генерала Кузнецова, д. 12;14403.0;1995;14
9891;Москва;ул. Генерала Кузнецова, д. 13, к. 1;11327.0;1995;14
9892;Москва;ул. Генерала Кузнецова, д. 13, к. 2;5320.3;1995;12
9893;Москва;ул. Генерала Кузнецова, д. 13, к. 3;8796.7;1995;10
9894;Москва;ул. Генерала Кузнецова, д. 14, к. 1;14810.0;1995;14
9895;Москва;ул. Генерала Кузнецова, д. 14, к. 2;8049.0;1995;12
9896;Москва;ул. Генерала Кузнецова, д. 15, к. 1;9220.7;1995;16
9897;Москва;ул. Генерала Кузнецова, д. 16, к. 1;14467.0;1995;14
9898;Москва;ул. Генерала Кузнецова, д. 16, к. 2;8036.0;1995;12
9899;Москва;ул. Генерала Кузнецова, д. 17;11505.0;1995;14
9900;Москва;ул. Генерала Кузнецова, д. 18, к. 2;35513.0;1995;14
9901;Москва;ул. Генерала Кузнецова, д. 19, к. 1;29209.4;—;19
9902;Москва;ул. Генерала Кузнецова, д. 20;13614.7;1995;14
9903;Москва;ул. Генерала Кузнецова, д. 23;14913.4;1997;14
9904;Москва;ул. Генерала Кузнецова, д. 25, к. 1;7811.0;1997;14
9905;Москва;ул. Генерала Кузнецова, д. 26, к. 1;14219.0;1996;14
9906;Москва;ул. Генерала Кузнецова, д. 26, к. 2;23883.0;1997;14
9907;Москва;ул. Генерала Кузнецова, д. 26, к. 3;4807.0;1996;7
9908;Москва;ул. Генерала Кузнецова, д. 27, к. 1;11315.2;1997;14
9909;Москва;ул. Генерала Кузнецова, д. 27, к. 2;8884.9;1997;17
9910;Москва;ул. Генерала Кузнецова, д. 28, к. 1;15279.0;1996;14
9911;Москва;ул. Генерала Кузнецова, д. 32, к. 2;3688.0;1996;7
9912;Москва;ул. Генерала Рычагова, д. 3, к. 2;3931.6;1962;5
9913;Москва;ул. Генерала Рычагова, д. 3, к. 1;4869.9;1959;5
9914;Москва;ул. Генерала Рычагова, д. 4;4214.4;1962;5
9915;Москва;ул. Генерала Рычагова, д. 6;5426.4;1962;5
9916;Москва;ул. Генерала Рычагова, д. 9;5505.1;1964;5
9917;Москва;ул. Генерала Рычагова, д. 11;5554.7;1963;5
9918;Москва;ул. Генерала Рычагова, д. 12;4593.3;1965;9
9919;Москва;ул. Генерала Рычагова, д. 13;5489.3;1962;5
9920;Москва;ул. Генерала Рычагова, д. 14;4579.1;1964;9
9921;Москва;ул. Генерала Рычагова, д. 15;5548.6;1962;5
9922;Москва;ул. Генерала Рычагова, д. 16;5493.2;1961;5
9923;Москва;ул. Генерала Рычагова, д. 17;5509.4;1962;5
9924;Москва;ул. Генерала Рычагова, д. 18;5579.6;1961;5
9925;Москва;ул. Генерала Рычагова, д. 19;4981.8;1958;5
9926;Москва;ул. Генерала Рычагова, д. 20;5538.7;1961;5
9927;Москва;ул. Генерала Рычагова, д. 21;4977.0;1958;5
9928;Москва;ул. Генерала Рычагова, д. 22;5533.0;1961;5
9929;Москва;ул. Генерала Рычагова, д. 23/11;5067.8;1959;5
9930;Москва;ул. Генерала Рычагова, д. 24;5463.0;1962;5
9931;Москва;ул. Генерала Рычагова, д. 26;5453.6;1962;5
9932;Москва;ул. Генерала Рычагова, д. 28/9;4858.9;1961;5
9933;Москва;ул. Генерала Тюленева, д. 1;7458.6;1994;17
9934;Москва;ул. Генерала Тюленева, д. 3;14185.4;1981;16
9935;Москва;ул. Генерала Тюленева, д. 5, к. 1;10554.3;1981;16
9936;Москва;ул. Генерала Тюленева, д. 7, к. 1;21527.1;1973;9
9937;Москва;ул. Генерала Тюленева, д. 7, к. 2;21459.6;1973;9
9938;Москва;ул. Генерала Тюленева, д. 9;9419.5;1975;12
9939;Москва;ул. Генерала Тюленева, д. 11;9466.8;1975;12
9940;Москва;ул. Генерала Тюленева, д. 13;9367.4;1974;12
9941;Москва;ул. Генерала Тюленева, д. 15;9252.0;1975;12
9942;Москва;ул. Генерала Тюленева, д. 17;9341.9;1974;12
9943;Москва;ул. Генерала Тюленева, д. 23, к. 1;10730.6;1978;16
9944;Москва;ул. Генерала Тюленева, д. 25;10672.4;1978;16
9945;Москва;ул. Генерала Тюленева, д. 25, к. 1;7634.8;1995;17
9946;Москва;ул. Генерала Тюленева, д. 27;10756.8;1980;16
9947;Москва;ул. Генерала Тюленева, д. 29, к. 1;10963.4;1980;16
9948;Москва;ул. Генерала Тюленева, д. 29, к. 2;10767.8;1978;16
9949;Москва;ул. Генерала Тюленева, д. 29, к. 3;10765.8;1979;16
9950;Москва;ул. Генерала Тюленева, д. 29, к. 4;10714.0;1977;16
9951;Москва;ул. Генерала Тюленева, д. 31;21863.2;1973;9
9952;Москва;ул. Генерала Тюленева, д. 31, к. 1;15102.5;2002;17
9953;Москва;ул. Генерала Тюленева, д. 33;7282.4;1973;12
9954;Москва;ул. Генерала Тюленева, д. 35;25271.4;1972;9
9955;Москва;ул. Генерала Тюленева, д. 37;7268.2;1972;12
9956;Москва;ул. Генерала Тюленева, д. 39;28917.0;1972;9
9957;Москва;ул. Генерала Тюленева, д. 41;7283.9;1972;12
9958;Москва;г. Зеленоград, пр-кт. Георгиевский, д. 33, к. 5;56018.6;2018;18
9959;Москва;г. Зеленоград, пр-кт. Георгиевский, д. 33, к. 6;39288.1;2018;19
9960;Москва;г. Зеленоград, пр-кт. Георгиевский, д. 33А, к. 1;23365.1;2018;17
9961;Москва;г. Зеленоград, пр-кт. Георгиевский, д. 37, к. 1;50679.0;2018;20
9962;Москва;г. Зеленоград, пр-кт. Георгиевский, д. 37, к. 2;56340.0;2018;16
9963;Москва;г. Зеленоград, пр-кт. Георгиевский, д. 37, к. 3;50980.3;2018;19
9964;Москва;ул. Герасима Курина, д. 2;3559.6;1959;8
9965;Москва;ул. Герасима Курина, д. 4, к. 1;7886.7;1959;5
9966;Москва;ул. Герасима Курина, д. 4, к. 3;4417.0;1959;5
9967;Москва;ул. Герасима Курина, д. 4, к. 4;4933.0;1959;5
9968;Москва;ул. Герасима Курина, д. 6, к. 2;4183.0;1958;5
9969;Москва;ул. Герасима Курина, д. 8, к. 1;7230.0;1959;5
9970;Москва;ул. Герасима Курина, д. 8, к. 2;5596.0;1959;5
9971;Москва;ул. Герасима Курина, д. 8, к. 3;2589.4;1959;5
9972;Москва;ул. Герасима Курина, д. 8, к. 4;5703.3;1969;5
9973;Москва;ул. Герасима Курина, д. 12, к. 1;7575.5;1959;8
9974;Москва;ул. Герасима Курина, д. 12, к. 3;4184.5;1959;5
9975;Москва;ул. Герасима Курина, д. 12, к. 2;5574.2;1959;5
9976;Москва;ул. Герасима Курина, д. 14, к. 3;7422.0;1995;14
9977;Москва;ул. Герасима Курина, д. 14, к. 1;7790.0;1995;14
9978;Москва;ул. Герасима Курина, д. 14, к. 2;22218.0;1995;17
9979;Москва;ул. Герасима Курина, д. 16;28805.0;2004;22
9980;Москва;ул. Герасима Курина, д. 18;9086.0;2005;22
9981;Москва;ул. Герасима Курина, д. 20;10115.4;2004;24
9982;Москва;ул. Герасима Курина, д. 22;9387.0;2005;24
9983;Москва;ул. Герасима Курина, д. 26;30083.31;2017;25
9984;Москва;ул. Герасима Курина, д. 38, к. 1;3674.7;1960;5
9985;Москва;ул. Герасима Курина, д. 42;10516.9;2014;24
9986;Москва;ул. Герасима Курина, д. 44, к. 1;19372.0;1998;17
9987;Москва;ул. Героев Панфиловцев, д. 1;9840.3;1997;10
9988;Москва;ул. Героев Панфиловцев, д. 1, к. 1;20356.2;1968;9
9989;Москва;ул. Героев Панфиловцев, д. 1, к. 2;16851.4;2007;17
9990;Москва;ул. Героев Панфиловцев, д. 1, к. 3;7998.1;2007;10
9991;Москва;ул. Героев Панфиловцев, д. 1, к. 5;17443.4;1967;9
9992;Москва;ул. Героев Панфиловцев, д. 1/2;6670.0;2000;10
9993;Москва;ул. Героев Панфиловцев, д. 2;7042.1;1964;5
9994;Москва;ул. Героев Панфиловцев, д. 3, к. 1;20994.2;1968;9
9995;Москва;ул. Героев Панфиловцев, д. 3;6399.5;1998;10
9996;Москва;ул. Героев Панфиловцев, д. 4;4010.1;2000;10
9997;Москва;ул. Героев Панфиловцев, д. 5;5110.7;2006;22
9998;Москва;ул. Героев Панфиловцев, д. 6, к. 1;14112.0;1968;9
9999;Москва;ул. Героев Панфиловцев, д. 6, к. 3;7214.9;1973;12
10000;Москва;ул. Героев Панфиловцев, д. 7, к. 1;5866.8;1980;16
10001;Москва;ул. Героев Панфиловцев, д. 7, к. 2;5850.80;1979;16
10002;Москва;ул. Героев Панфиловцев, д. 7, к. 4;4996.70;2006;22
10003;Москва;ул. Героев Панфиловцев, д. 7, к. 5;12790.00;2007;17
10004;Москва;ул. Героев Панфиловцев, д. 7, к. 6;9289.00;2006;14
10005;Москва;ул. Героев Панфиловцев, д. 8, к. 1;13967.00;1970;9
10006;Москва;ул. Героев Панфиловцев, д. 9, к. 1;20398.30;1968;9
10007;Москва;ул. Героев Панфиловцев, д. 9, к. 2;7231.30;1971;9
10008;Москва;ул. Героев Панфиловцев, д. 9, к. 3;7386.70;2006;10
10009;Москва;ул. Героев Панфиловцев, д. 9, к. 4;12861.40;2006;22
10010;Москва;ул. Героев Панфиловцев, д. 11, к. 1;4985.50;2008;22
10011;Москва;ул. Героев Панфиловцев, д. 11, к. 2;14528.50;2009;17
10012;Москва;ул. Героев Панфиловцев, д. 12, к. 1;17981.00;1969;9
10013;Москва;ул. Героев Панфиловцев, д. 12, к. 2;3534.80;1972;5
10014;Москва;ул. Героев Панфиловцев, д. 13, к. 3;13239.60;2009;14
10015;Москва;ул. Героев Панфиловцев, д. 13, к. 1;5289.40;1983;16
10016;Москва;ул. Героев Панфиловцев, д. 14, к. 1;7186.50;1968;9
10017;Москва;ул. Героев Панфиловцев, д. 14, к. 2;3540.70;1967;5
10018;Москва;ул. Героев Панфиловцев, д. 15, к. 3;6961.50;1969;9
10019;Москва;ул. Героев Панфиловцев, д. 15, к. 4;7187.70;1975;9
10020;Москва;ул. Героев Панфиловцев, д. 16, к. 2;3551.50;1967;5
10021;Москва;ул. Героев Панфиловцев, д. 16, к. 3;3531.90;1967;5
10022;Москва;ул. Героев Панфиловцев, д. 16, к. 1;15991.60;1971;9
10023;Москва;ул. Героев Панфиловцев, д. 17, к. 1;7153.10;1967;9
10024;Москва;ул. Героев Панфиловцев, д. 17, к. 2;12624.80;2005;22
10025;Москва;ул. Героев Панфиловцев, д. 18, к. 2;9090.50;2003;16
10026;Москва;ул. Героев Панфиловцев, д. 18, стр. 1;7152.70;1970;9
10027;Москва;ул. Героев Панфиловцев, д. 19;7141.20;1967;9
10028;Москва;ул. Героев Панфиловцев, д. 21;7134.40;1967;9
10029;Москва;ул. Героев Панфиловцев, д. 22, к. 1;35787.90;1980;12
10030;Москва;ул. Героев Панфиловцев, д. 22, к. 2;8688.00;1982;12
10031;Москва;ул. Героев Панфиловцев, д. 22, к. 3;8702.90;1981;12
10032;Москва;ул. Героев Панфиловцев, д. 22, к. 4;8693.10;1980;12
10033;Москва;ул. Героев Панфиловцев, д. 23, к. 1;7215.20;1967;9
10034;Москва;ул. Героев Панфиловцев, д. 25, к. 1;2564.20;1966;5
10035;Москва;ул. Героев Панфиловцев, д. 27, к. 1;5105.40;1966;5
10036;Москва;ул. Героев Панфиловцев, д. 27, к. 2;5114.60;1966;5
10037;Москва;ул. Героев Панфиловцев, д. 27, к. 3;5122.30;1966;5
10038;Москва;ул. Героев Панфиловцев, д. 27, к. 4;5094.40;1966;5
10039;Москва;ул. Героев Панфиловцев, д. 29, к. 1;7016.40;1967;5
10040;Москва;ул. Героев Панфиловцев, д. 29, к. 2;7697.20;1967;5
10041;Москва;ул. Героев Панфиловцев, д. 31;6999.50;1967;5
10042;Москва;ул. Героев Панфиловцев, д. 33, к. 1;7050.70;1967;5
10043;Москва;ул. Героев Панфиловцев, д. 35, к. 3;3612.50;1971;12
10044;Москва;ул. Героев Панфиловцев, д. 35, к. 4;3612.50;1972;12
10045;Москва;ул. Героев Панфиловцев, д. 35;5714.60;1988;16
10046;Москва;ул. Героев Панфиловцев, д. 37, к. 3;4038.00;1968;12
10047;Москва;ул. Героев Панфиловцев, д. 37, к. 4;3588.90;1968;12
10048;Москва;ул. Героев Панфиловцев, д. 37, к. 1;—;—;—
10049;Москва;ул. Героев Панфиловцев, д. 37, к. 2;3622.30;1968;12
10050;Москва;ул. Героев Панфиловцев, д. 41, к. 1;5585.60;1968;12
10051;Москва;ул. Героев Панфиловцев, д. 41, к. 2;3622.80;1967;12
10052;Москва;ул. Героев Панфиловцев, д. 43;5623.80;1983;16
10053;Москва;ул. Героев Панфиловцев, д. 45, к. 1;5144.80;1967;5
10054;Москва;ул. Героев Панфиловцев, д. 45, к. 2;2559.90;1967;5
10055;Москва;ул. Героев Панфиловцев, д. 47, к. 1;5126.60;1967;5
10056;Москва;ул. Героев Панфиловцев, д. 47, к. 2;2571.50;1967;5
10057;Москва;ул. Героев Панфиловцев, д. 49, к. 1;5109.10;1967;5
10058;Москва;ул. Героев Панфиловцев, д. 49, к. 2;2565.90;1967;5
10059;Москва;ул. Героев Панфиловцев, д. 51;7065.00;1968;12
10060;Москва;п. Мосрентген, п. завода Мосрентген, ул. Героя России Соломатина, д. 13;1239.70;1979;3
10061;Москва;п. Мосрентген, п. завода Мосрентген, ул. Героя России Соломатина, д. 15;2384.00;1990;5
10062;Москва;ул. Гжатская, д. 2;7664.70;2007;10
10063;Москва;ул. Гжатская, д. 4, к. 1;3019.00;1961;5
10064;Москва;ул. Гжатская, д. 4, к. 2;2959.00;1961;5
10065;Москва;ул. Гжатская, д. 8;5945.00;1957;5
10066;Москва;ул. Гжатская, д. 14;2809.00;1933;4
10067;Москва;ул. Гжатская, д. 16;2609.00;1929;3
10068;Москва;пер. Гжельский, д. 3;890.00;1891;3
10069;Москва;ул. Гиляровского, д. 1, к. 1;3296.70;1998;8
10070;Москва;ул. Гиляровского, д. 1, стр. 1;2978.20;1911;5
10071;Москва;ул. Гиляровского, д. 3, стр. 1;1322.50;1906;5
10072;Москва;ул. Гиляровского, д. 4, к. 1;11634.70;1998;14
10073;Москва;ул. Гиляровского, д. 7;13904.70;1999;16
10074;Москва;ул. Гиляровского, д. 8, стр. 1;7232.70;1970;14
10075;Москва;ул. Гиляровского, д. 10, стр. 2;943.54;1915;4
10076;Москва;ул. Гиляровского, д. 10, стр. 3;961.80;1915;4
10077;Москва;ул. Гиляровского, д. 12;3794.90;1970;14
10078;Москва;ул. Гиляровского, д. 17;3170.80;1985;8
10079;Москва;ул. Гиляровского, д. 19;2540.20;1913;6
10080;Москва;ул. Гиляровского, д. 33;3821.00;1969;12
10081;Москва;ул. Гиляровского, д. 36, стр. 1.;5514.00;1974;14
10082;Москва;ул. Гиляровского, д. 36, стр. 1 а;4001.00;1975;9
10083;Москва;ул. Гиляровского, д. 36, стр. 1;5097.00;1974;14
10084;Москва;ул. Гиляровского, д. 44;6545.00;1917;7
10085;Москва;ул. Гиляровского, д. 45;3645.00;1965;12
10086;Москва;ул. Гиляровского, д. 48;8175.20;1988;16
10087;Москва;ул. Гиляровского, д. 50;19487.00;2003;14
10088;Москва;ул. Гиляровского, д. 54;5485.80;1967;14
10089;Москва;ул. Гиляровского, д. 56;2733.60;1917;6
10090;Москва;ул. Гиляровского, д. 58;2817.50;1956;6
10091;Москва;ул. Гиляровского, д. 59;10693.00;1974;16
10092;Москва;ул. Гиляровского, д. 60, стр. 1;600.00;1912;4
10093;Москва;ул. Гиляровского, д. 60, стр. 2;1598.00;1912;4
10094;Москва;ул. Главмосстроя, д. 1;10987.60;1965;5
10095;Москва;ул. Главмосстроя, д. 1, к. 1;4014.20;1965;5
10096;Москва;ул. Главмосстроя, д. 1, к. 2;2645.00;1966;5
10097;Москва;ул. Главмосстроя, д. 4, к. 2;10576.40;2007;17
10098;Москва;ул. Главмосстроя, д. 4, к. 1;7748.00;2007;17
10099;Москва;ул. Главмосстроя, д. 5;70297.00;2016;23
10100;Москва;ул. Главмосстроя, д. 6;35123.50;2007;25
10101;Москва;ул. Главмосстроя, д. 6а;5346.2;1971;12
10102;Москва;ул. Главмосстроя, д. 7;49460.0;2011;23
10103;Москва;ул. Главмосстроя, д. 7, к. 3;4689.0;1964;5
10104;Москва;ул. Главмосстроя, д. 7, к. 4;4728.0;1964;5
10105;Москва;ул. Главмосстроя, д. 8;20068.8;2007;17
10106;Москва;ул. Главмосстроя, д. 9;80479.0;2006;17
10107;Москва;ул. Главмосстроя, д. 10;50030.3;2008;25
10108;Москва;ул. Главмосстроя, д. 10а;12581.0;1968;12
10109;Москва;ул. Главмосстроя, д. 12;21060.0;2009;17
10110;Москва;ул. Главмосстроя, д. 14;49830.6;2009;25
10111;Москва;ул. Главмосстроя, д. 16а;5399.0;1968;12
10112;Москва;ул. Главмосстроя, д. 18;9037.0;2009;25
10113;Москва;ул. Главмосстроя, д. 20;9039.0;2009;25
10114;Москва;ул. Главмосстроя, д. 22, к. 1;14823.1;2008;17
10115;Москва;пер. Глазовский, д. 5;5892.8;1910;5
10116;Москва;пер. Глазовский, д. 10, стр. 1;1962.6;1917;4
10117;Москва;ул. Глебовская, д. 1;9048.0;1964;9
10118;Москва;ул. Глебовская, д. 2;2514.3;1961;5
10119;Москва;ул. Глебовская, д. 3, к. 1;8633.65;1966;9
10120;Москва;ул. Глебовская, д. 3, к. 2;8790.85;1965;9
10121;Москва;ул. Глебовская, д. 4;5317.9;1965;5
10122;Москва;ул. Глебовская, д. 5;6023.2;1965;8
10123;Москва;ул. Глебовская, д. 6;3425.2;1981;9
10124;Москва;ул. Глебовская, д. 7;5648.05;1965;8
10125;Москва;ул. Глебовская, д. 8а, к. 2;1814.0;1960;5
10126;Москва;ул. Глебовская, д. 8А, к. 1;3848.35;1960;5
10127;Москва;ул. Глебовская, д. 9;4041.8;1965;8
10128;Москва;ул. Глебовская, д. 10;7173.25;1959;5
10129;Москва;ул. Глебовская, д. 10А;3430.3;1960;5
10130;Москва;ул. Глебовская, д. 11;5648.0;1966;8
10131;Москва;ул. Глебовская, д. 12;3714.35;1962;5
10132;Москва;ул. Глебовская, д. 16;2296.25;1959;5
10133;Москва;пер. Глинистый, д. 12;3887.8;1966;12
10134;Москва;пер. Глинистый, д. 14;2580.9;1993;9
10135;Москва;пер. Глинищевский, д. 5/7;8093.0;1938;13
10136;Москва;пер. Глубокий, д. 1/2;6949.8;1955;11
10137;Москва;ул. Говорова, д. 1;9637.0;1972;12
10138;Москва;ул. Говорова, д. 3;19868.0;1972;12
10139;Москва;ул. Говорова, д. 5;9526.0;1972;12
10140;Москва;ул. Говорова, д. 8, к. 1;4926.0;1954;7
10141;Москва;ул. Говорова, д. 8, к. 2;3699.0;1998;5
10142;Москва;ул. Говорова, д. 8, к. 3;3938.0;1953;5
10143;Москва;ул. Говорова, д. 9;5875.0;1975;16
10144;Москва;ул. Говорова, д. 10, к. 2;10710.0;1973;9
10145;Москва;ул. Говорова, д. 11, к. 1;9570.0;1972;12
10146;Москва;ул. Говорова, д. 12;3143.0;1959;5
10147;Москва;ул. Говорова, д. 13;5843.0;1975;16
10148;Москва;ул. Говорова, д. 14, к. 2;3215.0;1934;4
10149;Москва;ул. Говорова, д. 14, к. 3;3188.0;1934;4
10150;Москва;ул. Говорова, д. 14, к. 4;3224.0;1934;4
10151;Москва;ул. Говорова, д. 14, к. 5;3194.0;1934;4
10152;Москва;ул. Говорова, д. 15;19868.0;1972;12
10153;Москва;ул. Говорова, д. 16, к. 1;2052.0;1933;3
10154;Москва;ул. Говорова, д. 16, к. 2;2061.0;1933;3
10155;Москва;ул. Говорова, д. 16, к. 3;2069.0;1933;3
10156;Москва;ул. Говорова, д. 16, к. 4;2070.0;1933;3
10157;Москва;ул. Говорова, д. 16, к. 5;859.0;1935;3
10158;Москва;б-р. Гоголевский, д. 3;5909.1;1880;4
10159;Москва;б-р. Гоголевский, д. 8, стр. 1;4313.0;1929;7
10160;Москва;б-р. Гоголевский, д. 8/9, стр. 1;2604.0;1929;7
10161;Москва;б-р. Гоголевский, д. 8;3085.0;1931;8
10162;Москва;б-р. Гоголевский, д. 23;3416.71;1900;5
10163;Москва;б-р. Гоголевский, д. 25;3409.1;1905;5
10164;Москва;б-р. Гоголевский, д. 25, стр. 1;3750.4;1905;5
10165;Москва;б-р. Гоголевский, д. 27;3208.65;1933;7
10166;Москва;б-р. Гоголевский, д. 29;15330.9;2006;9
10167;Москва;б-р. Гоголевский, д. 33/1;3807.9;1905;5
10168;Москва;ул. Годовикова, д. 1, к. 1;6859.6;1960;8
10169;Москва;ул. Годовикова, д. 1, к. 2;3681.3;1969;12
10170;Москва;ул. Годовикова, д. 2;12728.6;1960;8
10171;Москва;ул. Годовикова, д. 3;4188.5;1972;14
10172;Москва;ул. Годовикова, д. 5;5717.5;1957;5
10173;Москва;ул. Годовикова, д. 6;5061.4;1958;7
10174;Москва;ул. Годовикова, д. 7;5600.6;1934;5
10175;Москва;ул. Годовикова, д. 10, к. 1;3222.4;1962;5
10176;Москва;ул. Годовикова, д. 10, к. 2;3195.4;1962;5
10177;Москва;ул. Годовикова, д. 12, к. 1;2607.8;1963;5
10178;Москва;ул. Годовикова, д. 12, к. 2;2585.3;1962;5
10179;Москва;ул. Годовикова, д. 14;2577.1;1962;9
10180;Москва;ул. Годовикова, д. 16;2586.8;1962;5
10181;Москва;пер. Голиковский, д. №7;1326.4;1909;5
10182;Москва;пер. Голиковский, д. 5;4172.0;1998;5
10183;Москва;пер. Голиковский, д. 7А;2099.9;1935;5
10184;Москва;пер. Голиковский, д. 8;1274.9;1910;4
10185;Москва;пер. Голиковский, д. 10, стр. 1;1194.9;1927;4
10186;Москва;пер. Голиковский, д. 13;2443.1;1923;7
10187;Москва;ул. Головачева, д. 1, к. 1;4222.8;1974;14
10188;Москва;ул. Головачева, д. 1, к. 2;4219.8;1974;14
10189;Москва;ул. Головачева, д. 2, к. в/г 10/5, инв.10;770.0;1939;1
10190;Москва;ул. Головачева, д. 2, к. в/г 10/5, инв. 11;731.0;1937;1
10191;Москва;ул. Головачева, д. 2, к. в/г 10/5, инв. 145;4052.0;1963;4
10192;Москва;ул. Головачева, д. 2, к. в/г 10/5, инв. 190А;530.0;1974;2
10193;Москва;ул. Головачева, д. 2, к. в/г 10/5, инв. 190Б;421.0;1974;2
10194;Москва;ул. Головачева, д. 2;530.0;1974;2
10195;Москва;ул. Головачева, д. 2, стр. Инв190А;530.0;1974;2
10196;Москва;ул. Головачева, д. 2, стр. инв10;770.0;1939;1
10197;Москва;ул. Головачева, д. 2, стр. инв11;731.0;1937;1
10198;Москва;ул. Головачева, д. 2, стр. инв190Б;421.0;1974;2
10199;Москва;ул. Головачева, д. 3, к. 3;9449.6;1975;12
10200;Москва;ул. Головачева, д. 5, к. 1;4197.4;1972;14
10201;Москва;ул. Головачева, д. 5, к. 2;4193.2;1972;14
10202;Москва;ул. Головачева, д. 7, к. 1;4234.8;1970;14
10203;Москва;ул. Головачева, д. 7, к. 2;4221.1;1970;14
10204;Москва;ул. Головачева, д. 11;6141.5;1970;9
10205;Москва;ул. Головачева, д. 13;6176.8;1969;9
